Data,Nome Natureza,Entrada,Saida
6/4/2024,IOF,,187
6/4/2024,TARIFAS BANCARIAS,,24
6/4/2024,TARIFAS BANCARIAS,,46
6/4/2024,TARIFAS BANCARIAS,,61
6/4/2024,TARIFAS BANCARIAS,,146
6/4/2024,ADIANT DE LUCRO - CARLOS HENR,,300
6/5/2024,ADIANTAMENTO DE CLIENTES,2500,
6/6/2024,ADIANTAMENTO DE CLIENTES,1800,
6/6/2024,SERVICOS DE PUBLICIDADE E PROP,,172
6/6/2024,SERVICOS DE PUBLICIDADE E PROP,,172
6/6/2024,SERVICOS DE PUBLICIDADE E PROP,,172
6/6/2024,SERVICOS DE PUBLICIDADE E PROP,,256
6/6/2024,SERVICOS DE PUBLICIDADE E PROP,,246
6/6/2024,ADIANT DE LUCRO - CARLOS HENR,,800
6/6/2024,ENERGIA ELETRICA,,1242
6/6/2024,ADIANTAMENTO DE CLIENTES,1300,
6/7/2024,ADIANTAMENTO DE CLIENTES,1000,
6/10/2024,SERVICOS DE PUBLICIDADE E PROP,,650
6/10/2024,SERVICOS DE PUBLICIDADE E PROP,,1300
6/11/2024,ADIANT DE LUCRO - CARLOS HENR,,160
6/11/2024,MARKETING DIRETO,3000,
6/11/2024,MARKETING DIRETO,1300,
6/11/2024,ADIANTAMENTO DE CLIENTES,1000,
6/11/2024,MARKETING DIRETO,2350,
6/12/2024,ADIANTAMENTO DE CLIENTES,3000,
6/13/2024,ADIANTAMENTO DE CLIENTES,2875,
6/13/2024,MARKETING DIRETO,1120,
6/13/2024,MARKETING DIRETO,5605,
6/13/2024,ADIANTAMENTO DE CLIENTES,820,
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,383
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1150
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
6/17/2024,CONSORCIO ITAU,,734
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1450
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
6/17/2024,ADIANT DE LUCRO - CARLOS HENR,,4000
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1500
6/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1000
6/18/2024,TARIFAS BANCARIAS,,24
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,1819
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,ADIANT DE LUCRO - CARLOS HENR,,800
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,SERVICOS DE PUBLICIDADE E PROP,,400
6/18/2024,ADIANTAMENTO DE CLIENTES,2000,
6/18/2024,ADIANTAMENTO DE CLIENTES,3500,
6/18/2024,ADIANTAMENTO DE CLIENTES,3000,
6/18/2024,MARKETING DIRETO,1500,
6/18/2024,MARKETING DIRETO,1100,
6/18/2024,CONSULTORIA,,1632
6/19/2024,MARKETING DIRETO,3500,
6/19/2024,ENERGIA ELETRICA,,311
6/20/2024,INSS SOBRE PRO LABORE,,466
6/20/2024,SIMPLES NACIONAL,,7014
6/20/2024,MARKETING DIRETO,1257,
6/20/2024,MARKETING DIRETO,2000,
6/20/2024,RECEITA DE JUROS,500,
6/20/2024,JUROS PAGOS,,3428
6/20/2024,ADIANT DE LUCRO - MATEUS MACI,,150
6/20/2024,ADIANT DE LUCRO - CARLOS HENR,,300
6/21/2024,TARIFAS BANCARIAS,,24
6/21/2024,ADIANT DE LUCRO - CARLOS HENR,,100
6/21/2024,TELEFONIA  MOVEL,,106
6/25/2024,TARIFAS BANCARIAS,,15
6/25/2024,ADIANT DE LUCRO - CARLOS HENR,,1000
6/25/2024,ADIANTAMENTO DE CLIENTES,1800,
6/26/2024,MARKETING DIRETO,800,
6/26/2024,ADIANTAMENTO DE CLIENTES,1267,
6/26/2024,ADIANT DE LUCRO - CARLOS HENR,600,
6/26/2024,ADIANT DE LUCRO - MATEUS MACI,3426,
6/26/2024,ADIANT DE LUCRO - CARLOS HENR,,256
6/26/2024,PRO LABORE,,3770
6/26/2024,ADIANT DE LUCRO - MATEUS MACI,,3426
6/26/2024,ADIANT DE LUCRO - CARLOS HENR,,350
6/26/2024,ADIANT DE LUCRO - CARLOS HENR,,600
6/27/2024,TARIFAS BANCARIAS,,77
6/27/2024,ADIANT DE LUCRO - MATEUS MACI,,842
6/27/2024,MARKETING DIRETO,3200,
6/27/2024,ADIANTAMENTO DE CLIENTES,2000,
6/27/2024,ADIANTAMENTO DE CLIENTES,1175,
6/28/2024,SIMPLES NACIONAL,,397
6/28/2024,ALUGUEL DE IMOVEIS,,960
6/28/2024,CONDOMINIO,,733
6/28/2024,MARKETING DIRETO,1650,
6/28/2024,TARIFAS BANCARIAS,,273
6/28/2024,ADIANTAMENTO DE CLIENTES,2500,
6/28/2024,RECEITA DE JUROS,126,
6/28/2024,LICENCA DE USO,,1099
6/28/2024,LICENCA DE USO,1099,
6/28/2024,LICENCA DE USO,,1077
6/28/2024,JUROS PAGOS,,22
7/1/2024,ADIANTAMENTO DE CLIENTES,2500,
7/1/2024,CONSULTORIA,,1632
7/2/2024,IOF,,168
7/2/2024,TARIFAS BANCARIAS,,68
7/2/2024,TARIFAS BANCARIAS,,65
7/2/2024,TARIFAS BANCARIAS,,151
7/2/2024,ADIANTAMENTO DE CLIENTES,2700,
7/2/2024,ADIANTAMENTO DE CLIENTES,1000,
7/2/2024,ENERGIA ELETRICA,,389
7/3/2024,TARIFAS BANCARIAS,,24
7/3/2024,ADIANT DE LUCRO - CARLOS HENR,,4000
7/3/2024,ADIANT DE LUCRO - MANOEL VIRG,,4000
7/3/2024,ADIANT DE LUCRO - MATEUS MACI,,4000
7/3/2024,ADIANTAMENTO DE CLIENTES,2500,
7/3/2024,ADIANTAMENTO DE CLIENTES,2000,
7/4/2024,ADIANTAMENTO DE CLIENTES,1300,
7/4/2024,TARIFAS BANCARIAS,,50
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,244
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,328
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,164
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,246
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,164
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,244
7/5/2024,SERVICOS DE PUBLICIDADE E PROP,,164
7/5/2024,ADIANT DE LUCRO - CARLOS HENR,,700
7/5/2024,ENERGIA ELETRICA,,455
7/8/2024,ADIANTAMENTO DE CLIENTES,2000,
7/8/2024,ADIANTAMENTO DE CLIENTES,4000,
7/8/2024,ADIANTAMENTO DE CLIENTES,2805,
7/8/2024,RECEITA DE JUROS,158,
7/8/2024,ADIANT DE LUCRO - CARLOS HENR,,200
7/10/2024,ADIANT DE LUCRO - CARLOS HENR,,1300
7/11/2024,MARKETING DIRETO,3000,
7/11/2024,MARKETING DIRETO,1300,
7/11/2024,MARKETING DIRETO,2350,
7/11/2024,ADIANT DE LUCRO - CARLOS HENR,,139
7/11/2024,ADIANTAMENTO DE CLIENTES,2800,
7/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
7/15/2024,ADIANT DE LUCRO - CARLOS HENR,,2000
7/15/2024,ADIANT DE LUCRO - CARLOS HENR,,2000
7/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
7/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
7/15/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
7/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2300
7/15/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
7/15/2024,CONSORCIO ITAU,,734
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,4031
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
7/17/2024,ADIANT DE LUCRO - CARLOS HENR,,790
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,3200
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
7/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
7/17/2024,TARIFAS BANCARIAS,,24
7/17/2024,MARKETING DIRETO,2000,
7/17/2024,ADIANTAMENTO DE CLIENTES,3000,
7/17/2024,ADIANTAMENTO DE CLIENTES,2000,
7/17/2024,MARKETING DIRETO,1500,
7/17/2024,ADIANTAMENTO DE CLIENTES,3000,
7/18/2024,MARKETING DIRETO,1100,
7/18/2024,ADIANT DE LUCRO - CARLOS HENR,,1500
7/18/2024,TARIFAS BANCARIAS,,24
7/19/2024,TARIFAS BANCARIAS,,30
7/19/2024,INSS SOBRE PRO LABORE,,466
7/19/2024,MARKETING DIRETO,3500,
7/22/2024,SIMPLES NACIONAL,,2709
7/22/2024,ADIANT DE LUCRO - CARLOS HENR,,250
7/22/2024,JUROS PAGOS,,3713
7/22/2024,APORTES,20000,
7/23/2024,TARIFAS BANCARIAS,,273
7/23/2024,ADIANTAMENTO DE CLIENTES,1800,
7/23/2024,MARKETING DIRETO,1256,
7/25/2024,ALUGUEL DE IMOVEIS,,1050
7/25/2024,ALUGUEL DE IMOVEIS,,106
7/25/2024,TELEFONIA  MOVEL,,693
7/26/2024,MARKETING DIRETO,800,
7/26/2024,ADIANTAMENTO DE CLIENTES,2500,
7/29/2024,ADIANTAMENTO DE CLIENTES,1125,
7/29/2024,PRO LABORE,,3770
7/29/2024,ADIANT DE LUCRO - CARLOS HENR,,5243
7/29/2024,ADIANT DE LUCRO - MATEUS MACI,,4243
7/29/2024,ADIANT DE LUCRO - MATEUS MACI,,4243
7/29/2024,MARKETING DIRETO,3200,
7/29/2024,ADIANTAMENTO DE CLIENTES,1175,
7/29/2024,ADIANT DE LUCRO - CARLOS HENR,,160
7/29/2024,ADIANT DE LUCRO - MATEUS MACI,,842
7/30/2024,CONSULTORIA,,1632
7/30/2024,ADIANTAMENTO DE CLIENTES,2805,
7/30/2024,ADIANTAMENTO DE CLIENTES,2500,
7/30/2024,ADIANTAMENTO DE CLIENTES,2700,
7/30/2024,RECEITA DE JUROS,149,
7/31/2024,TELEFONIA  MOVEL,,108
7/31/2024,SIMPLES NACIONAL,,400
7/31/2024,SIMPLES NACIONAL,,400
7/31/2024,SIMPLES NACIONAL,,400
7/31/2024,ADIANT DE LUCRO - CARLOS HENR,,100
7/31/2024,ADIANTAMENTO DE CLIENTES,1267,
7/31/2024,RECEITA DE JUROS,65,
8/1/2024,TELEFONIA  MOVEL,,245
8/1/2024,MARKETING DIRETO,1650,
8/2/2024,IOF,,219
8/2/2024,TARIFAS BANCARIAS,,80
8/2/2024,TARIFAS BANCARIAS,,53
8/2/2024,TARIFAS BANCARIAS,,163
8/2/2024,ADIANT DE LUCRO - MATEUS MACI,,3659
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
8/5/2024,CONSULTORIA,,377
8/5/2024,ADIANTAMENTO DE CLIENTES,1300,
8/5/2024,ADIANTAMENTO DE CLIENTES,2000,
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,283
8/5/2024,ADIANT DE LUCRO - MATEUS MACI,,1500
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,189
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,189
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,377
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,159
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,189
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,281
8/5/2024,SERVICOS DE PUBLICIDADE E PROP,,189
8/5/2024,ADIANT DE LUCRO - CARLOS HENR,,1700
8/6/2024,ADIANTAMENTO DE CLIENTES,2000,
8/6/2024,ADIANTAMENTO DE CLIENTES,1000,
8/7/2024,ENTRADAS DE TRANSFERENCIAS,4139,
8/7/2024,ENTRADAS DE TRANSFERENCIAS,,4139
8/7/2024,ADIANTAMENTO DE CLIENTES,1125,
8/7/2024,ADIANTAMENTO DE CLIENTES,2400,
8/7/2024,ADIANTAMENTO DE CLIENTES,2000,
8/8/2024,MARKETING DIRETO,9900,
8/12/2024,MATERIAL DE EXPEDIENTE,,366
8/12/2024,MARKETING DIRETO,2200,
8/12/2024,MARKETING DIRETO,1000,
8/12/2024,ADIANT DE LUCRO - CARLOS HENR,,700
8/12/2024,ADIANT DE LUCRO - CARLOS HENR,,50
8/12/2024,ADIANT DE LUCRO - CARLOS HENR,,300
8/13/2024,APLICACAO ITAU AUTO MAIS,5544,
8/13/2024,ENTRADAS DE TRANSFERENCIAS,,1257
8/13/2024,ENTRADAS DE TRANSFERENCIAS,1257,
8/13/2024,ADIANT DE LUCRO - CARLOS HENR,,300
8/13/2024,MARKETING DIRETO,2350,
8/13/2024,MARKETING DIRETO,1300,
8/13/2024,MARKETING DIRETO,3000,
8/13/2024,ADIANTAMENTO DE CLIENTES,3000,
8/13/2024,APLICACAO ITAU AUTO MAIS,,5544
8/14/2024,RESGATE ITAU AUTO MAIS,,5544
8/14/2024,RESGATE ITAU AUTO MAIS,5544,
8/14/2024,ADIANT DE LUCRO - CARLOS HENR,,6200
8/14/2024,ADIANT DE LUCRO - CARLOS HENR,,500
8/14/2024,SERVICOS DE PUBLICIDADE E PROP,,2700
8/14/2024,SERVICOS DE PUBLICIDADE E PROP,,3300
8/14/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
8/14/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
8/14/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
8/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2800
8/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2600
8/15/2024,SERVICOS DE PUBLICIDADE E PROP,,4816
8/15/2024,CONSORCIO ITAU,,734
8/15/2024,ADIANT DE LUCRO - CARLOS HENR,,900
8/15/2024,MARKETING DIRETO,1500,
8/15/2024,LICENCA DE USO,,1105
8/16/2024,ADIANTAMENTO DE CLIENTES,2000,
8/16/2024,MARKETING DIRETO,3500,
8/16/2024,ADIANTAMENTO DE CLIENTES,3000,
8/16/2024,TARIFAS BANCARIAS,,48
8/19/2024,TARIFAS BANCARIAS,,60
8/19/2024,MARKETING DIRETO,2000,
8/19/2024,ADIANT DE LUCRO - CARLOS HENR,,2230
8/19/2024,ADIANT DE LUCRO - CARLOS HENR,,2514
8/20/2024,JUROS PAGOS,,2120
8/20/2024,INSS SOBRE PRO LABORE,,466
8/20/2024,SIMPLES NACIONAL,,8018
8/21/2024,TARIFAS BANCARIAS,,24
8/21/2024,ADIANTAMENTO DE CLIENTES,3000,
8/22/2024,MARKETING DIRETO,1100,
8/22/2024,RECEITA DE JUROS,56,
8/23/2024,ADIANTAMENTO DE CLIENTES,1800,
8/26/2024,ADIANTAMENTO DE CLIENTES,2805,
8/26/2024,RECEITA DE JUROS,143,
8/26/2024,ADIANT DE LUCRO - CARLOS HENR,,400
8/27/2024,TELEFONIA  MOVEL,,1048
8/27/2024,ADIANT DE LUCRO - MATEUS MACI,,842
8/27/2024,MARKETING DIRETO,3200,
8/27/2024,MARKETING DIRETO,800,
8/27/2024,ADIANTAMENTO DE CLIENTES,2500,
8/27/2024,ADIANTAMENTO DE CLIENTES,1175,
8/28/2024,TARIFAS BANCARIAS,,72
8/28/2024,ADIANT DE LUCRO - MANOEL VIRG,,2230
8/28/2024,ADIANT DE LUCRO - MATEUS MACI,,6000
8/28/2024,PRO LABORE,,3770
8/28/2024,ADIANT DE LUCRO - MATEUS MACI,6000,
8/28/2024,ADIANTAMENTO DE CLIENTES,,4744
8/28/2024,ADIANT DE LUCRO - MANOEL VIRG,,2514
8/29/2024,ENERGIA ELETRICA,,509
8/29/2024,ALUGUEL DE IMOVEIS,,1050
8/29/2024,ADIANTAMENTO DE CLIENTES,2500,
8/29/2024,ADIANTAMENTO DE CLIENTES,1125,
8/30/2024,SIMPLES NACIONAL,,404
8/30/2024,SERVICOS DE PUBLICIDADE E PROP,,2703
8/30/2024,OUTRAS DESPESAS,,18
8/30/2024,OUTRAS DESPESAS,,1073
8/30/2024,ADIANTAMENTO DE CLIENTES,2700,
9/2/2024,ADIANTAMENTO DE CLIENTES,4000,
9/2/2024,TARIFAS BANCARIAS,,15
9/2/2024,TARIFAS BANCARIAS,,84
9/3/2024,IOF,,253
9/3/2024,TARIFAS BANCARIAS,,789
9/3/2024,TARIFAS BANCARIAS,,80
9/3/2024,TARIFAS BANCARIAS,,34
9/3/2024,TARIFAS BANCARIAS,,142
9/3/2024,SERVICOS DE PUBLICIDADE E PROP,,250
9/3/2024,ADIANT DE LUCRO - MATEUS MACI,,1412
9/3/2024,ADIANTAMENTO DE CLIENTES,2000,
9/3/2024,ADIANT DE LUCRO - CARLOS HENR,,1800
9/5/2024,ADIANTAMENTO DE CLIENTES,1300,
9/5/2024,TARIFAS BANCARIAS,,182
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,328
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,244
9/9/2024,ADIANT DE LUCRO - CARLOS HENR,,3250
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,164
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,164
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,328
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,148
9/9/2024,SERVICOS DE PUBLICIDADE E PROP,,244
9/10/2024,ADIANT DE LUCRO - CARLOS HENR,,500
9/10/2024,MARKETING DIRETO,2200,
9/11/2024,MARKETING DIRETO,9900,
9/11/2024,MARKETING DIRETO,2350,
9/11/2024,ADIANTAMENTO DE CLIENTES,1000,
9/11/2024,CONSULTORIA,,1632
9/11/2024,TARIFAS BANCARIAS,,24
9/11/2024,APORTES,0,
9/12/2024,LICENCA DE USO,,1104
9/12/2024,ADIANTAMENTO DE CLIENTES,3000,
9/12/2024,ADIANTAMENTO DE CLIENTES,1125,
9/13/2024,ADIANT DE LUCRO - CARLOS HENR,,700
9/16/2024,ADIANT DE LUCRO - CARLOS HENR,,150
9/16/2024,CONSORCIO ITAU,,734
9/16/2024,MARKETING DIRETO,1650,
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2300
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2800
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1450
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
9/17/2024,MARKETING DIRETO,1500,
9/17/2024,ADIANTAMENTO DE CLIENTES,3000,
9/17/2024,ADIANTAMENTO DE CLIENTES,2000,
9/17/2024,ADIANTAMENTO DE CLIENTES,2000,
9/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
9/17/2024,ADIANT DE LUCRO - CARLOS HENR,,4900
9/17/2024,OUTRAS DESPESAS,,10
9/18/2024,CONDUCAO E TRANSPORTE,,100
9/18/2024,MARKETING DIRETO,1100,
9/18/2024,TARIFAS BANCARIAS,,24
9/19/2024,ADIANT DE LUCRO - CARLOS HENR,,300
9/19/2024,MARKETING DIRETO,2500,
9/19/2024,MARKETING DIRETO,2000,
9/19/2024,APORTES,8,
9/20/2024,MARKETING DIRETO,4200,
9/20/2024,MARKETING DIRETO,1255,
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,400
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,3940
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,400
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,400
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,400
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,500
9/20/2024,SERVICOS DE PUBLICIDADE E PROP,,400
9/20/2024,TARIFAS BANCARIAS,,3785
9/20/2024,CONSULTORIA,,1632
9/23/2024,CONDUCAO E TRANSPORTE,,100
9/23/2024,MARKETING DIRETO,50,
9/23/2024,ADIANTAMENTO DE CLIENTES,3000,
9/24/2024,ADIANTAMENTO DE CLIENTES,4000,
9/24/2024,ADIANT DE LUCRO - CARLOS HENR,,3500
9/25/2024,ADIANT DE LUCRO - CARLOS HENR,,200
9/25/2024,ADIANTAMENTO DE CLIENTES,2400,
9/25/2024,SERVICOS DE PUBLICIDADE E PROP,,85
9/25/2024,TARIFAS BANCARIAS,,24
9/26/2024,SERVICOS DE PUBLICIDADE E PROP,,1050
9/26/2024,TARIFAS BANCARIAS,,96
9/26/2024,MARKETING DIRETO,3775,
9/26/2024,MARKETING DIRETO,800,
9/26/2024,MARKETING DIRETO,1300,
9/26/2024,ADIANTAMENTO DE CLIENTES,1000,
9/27/2024,ADIANT DE LUCRO - CARLOS HENR,,2743
9/27/2024,PRO LABORE,,3770
9/27/2024,ADIANT DE LUCRO - MATEUS MACI,,3585
9/27/2024,MARKETING DIRETO,3200,
9/27/2024,ADIANTAMENTO DE CLIENTES,1175,
9/27/2024,ADIANTAMENTO DE CLIENTES,2500,
9/30/2024,ADIANT DE LUCRO - MANOEL VIRG,,2743
9/30/2024,ADIANT DE LUCRO - CARLOS HENR,,100
10/1/2024,JUROS PAGOS,,8
10/1/2024,TELEFONIA  MOVEL,,1056
10/1/2024,ADIANT DE LUCRO - CARLOS HENR,,1117
10/1/2024,ADIANTAMENTO DE CLIENTES,2000,
10/1/2024,ADIANTAMENTO DE CLIENTES,2500,
10/1/2024,ADIANTAMENTO DE CLIENTES,2700,
10/2/2024,TELEFONIA  MOVEL,,270
10/2/2024,ADIANT DE LUCRO - MATEUS MACI,,1384
10/2/2024,TARIFAS BANCARIAS,,174
10/2/2024,TARIFAS BANCARIAS,,76
10/2/2024,IOF,,174
10/2/2024,TARIFAS BANCARIAS,,48
10/2/2024,TARIFAS BANCARIAS,,8
10/3/2024,MULTAS PUNITIVAS,,107
10/7/2024,ADIANT DE LUCRO - CARLOS HENR,,1000
10/7/2024,ADIANT DE LUCRO - MATEUS MACI,,1000
10/7/2024,ADIANT DE LUCRO - MANOEL VIRG,,1000
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,180
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,361
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,271
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,180
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,180
10/8/2024,ADIANT DE LUCRO - CARLOS HENR,,450
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,268
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,268
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,180
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,361
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,165
10/8/2024,ADIANT DE LUCRO - CARLOS HENR,,450
10/8/2024,SERVICOS DE PUBLICIDADE E PROP,,180
10/8/2024,ADIANTAMENTO DE CLIENTES,1300,
10/10/2024,ADIANTAMENTO DE CLIENTES,4000,
10/11/2024,APLICACAO ITAU AUTO MAIS,1790,
10/11/2024,MARKETING DIRETO,9900,
10/11/2024,ADIANTAMENTO DE CLIENTES,3000,
10/11/2024,ADIANTAMENTO DE CLIENTES,1000,
10/11/2024,MARKETING DIRETO,1850,
10/11/2024,ADIANTAMENTO DE CLIENTES,3200,
10/11/2024,MARKETING DIRETO,2200,
10/11/2024,MARKETING DIRETO,880,
10/11/2024,RECEITA DE JUROS,45,
10/11/2024,ADIANT DE LUCRO - CARLOS HENR,,200
10/11/2024,APLICACAO ITAU AUTO MAIS,,1790
10/14/2024,RESGATE ITAU AUTO MAIS,,1460
10/14/2024,RESGATE ITAU AUTO MAIS,1460,
10/14/2024,SERVICOS DE PUBLICIDADE E PROP,,2703
10/14/2024,TARIFAS BANCARIAS,,24
10/14/2024,ADIANTAMENTO DE CLIENTES,1267,
10/15/2024,RESGATE ITAU AUTO MAIS,,330
10/15/2024,RESGATE ITAU AUTO MAIS,330,
10/15/2024,CONSORCIO ITAU,,734
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,3200
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2600
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2700
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2600
10/15/2024,ADIANT DE LUCRO - CARLOS HENR,,6600
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,1450
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
10/15/2024,SERVICOS DE PUBLICIDADE E PROP,,2800
10/15/2024,MARKETING DIRETO,2000,
10/16/2024,ADIANTAMENTO DE CLIENTES,2000,
10/16/2024,MARKETING DIRETO,1500,
10/16/2024,ADIANTAMENTO DE CLIENTES,3000,
10/16/2024,MARKETING DIRETO,2500,
10/16/2024,TARIFAS BANCARIAS,,30
10/17/2024,SERVICOS DE PUBLICIDADE E PROP,,4080
10/17/2024,SERVICOS DE PUBLICIDADE E PROP,,600
10/17/2024,SERVICOS DE PUBLICIDADE E PROP,,600
10/17/2024,SERVICOS DE PUBLICIDADE E PROP,,600
10/17/2024,SERVICOS DE PUBLICIDADE E PROP,,600
10/17/2024,TARIFAS BANCARIAS,,289
10/18/2024,INSS SOBRE PRO LABORE,,466
10/18/2024,ADIANT DE LUCRO - CARLOS HENR,,500
10/18/2024,MARKETING DIRETO,4200,
10/21/2024,ADIANT DE LUCRO - CARLOS HENR,,4000
10/21/2024,TARIFAS BANCARIAS,,3390
10/22/2024,INSS SOBRE PRO LABORE,,588
10/22/2024,INSS SOBRE PRO LABORE,,580
10/22/2024,INSS SOBRE PRO LABORE,,584
10/22/2024,CONSULTORIA,,1632
10/22/2024,ADIANTAMENTO DE CLIENTES,3000,
10/23/2024,ADIANTAMENTO DE CLIENTES,2750,
10/23/2024,ADIANT DE LUCRO - CARLOS HENR,,150
10/23/2024,ADIANT DE LUCRO - MATEUS MACI,,842
10/23/2024,TARIFAS BANCARIAS,,24
10/24/2024,ADIANT DE LUCRO - CARLOS HENR,,500
10/24/2024,ADIANTAMENTO DE CLIENTES,4000,
10/25/2024,TELEFONIA  MOVEL,,1058
10/25/2024,ADIANT DE LUCRO - CARLOS HENR,,700
10/25/2024,MARKETING DIRETO,1125,
10/28/2024,SIMPLES NACIONAL,,3374
10/28/2024,SIMPLES NACIONAL,,7334
10/28/2024,ADIANTAMENTO DE CLIENTES,2805,
10/28/2024,MARKETING DIRETO,5748,
10/28/2024,MARKETING DIRETO,1300,
10/29/2024,MARKETING DIRETO,1254,
10/29/2024,ADIANTAMENTO DE CLIENTES,2500,
10/29/2024,MARKETING DIRETO,3200,
10/29/2024,ADIANT DE LUCRO - CARLOS HENR,,150
10/29/2024,SERVICOS DE PUBLICIDADE E PROP,,1050
