Data,Nome Natureza,Entrada,Saida
10/29/2024,ADIANT DE LUCRO - MATEUS MACI,,1240
10/29/2024,TARIFAS BANCARIAS,,24
10/29/2024,ENERGIA ELETRICA,,523
10/29/2024,ENERGIA ELETRICA,,546
10/29/2024,ADIANTAMENTO DE CLIENTES,2500,
10/29/2024,ADIANTAMENTO DE CLIENTES,880,
10/29/2024,ADIANTAMENTO DE CLIENTES,,880
10/29/2024,MARKETING DIRETO,880,
10/30/2024,ADIANT DE LUCRO - CARLOS HENR,,2743
10/30/2024,ADIANT DE LUCRO - MANOEL VIRG,,2743
10/30/2024,ADIANT DE LUCRO - MATEUS MACI,,2743
10/30/2024,SIMPLES NACIONAL,,5475
10/30/2024,MARKETING DIRETO,1650,
10/30/2024,ADIANTAMENTO DE CLIENTES,2700,
10/30/2024,PRO LABORE,,3770
11/1/2024,TELEFONIA  MOVEL,,259
11/1/2024,ADIANT DE LUCRO - CARLOS HENR,,99
11/4/2024,ADIANT DE LUCRO - CARLOS HENR,,1400
11/4/2024,ADIANT DE LUCRO - CARLOS HENR,,1200
11/4/2024,TARIFAS BANCARIAS,,106
11/4/2024,IOF,,266
11/4/2024,TARIFAS BANCARIAS,,49
11/4/2024,ADIANTAMENTO DE CLIENTES,2805,
11/5/2024,ADIANT DE LUCRO - CARLOS HENR,,180
11/5/2024,TARIFAS BANCARIAS,,215
11/5/2024,ADIANTAMENTO DE CLIENTES,2000,
11/7/2024,CONDUCAO E TRANSPORTE,,100
11/7/2024,ADIANT DE LUCRO - CARLOS HENR,,75
11/8/2024,ADIANTAMENTO DE CLIENTES,1300,
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,ADIANT DE LUCRO - CARLOS HENR,,300
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/8/2024,ADIANT DE LUCRO - CARLOS HENR,,900
11/8/2024,SERVICOS DE PUBLICIDADE E PROP,,100
11/11/2024,ADIANT DE LUCRO - CARLOS HENR,,2600
11/11/2024,ADIANTAMENTO DE CLIENTES,2000,
11/12/2024,ADIANTAMENTO DE CLIENTES,3000,
11/12/2024,ADIANTAMENTO DE CLIENTES,1000,
11/12/2024,ADIANTAMENTO DE CLIENTES,880,
11/12/2024,ADIANTAMENTO DE CLIENTES,880,
11/12/2024,RECEITA DE JUROS,46,
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,1200
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,56
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,132
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,56
11/12/2024,ADIANT DE LUCRO - CARLOS HENR,,150
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,212
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,132
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,72
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,212
11/12/2024,SERVICOS DE PUBLICIDADE E PROP,,56
11/12/2024,ADIANT DE LUCRO - CARLOS HENR,,17859
11/12/2024,CONDUCAO E TRANSPORTE,,100
11/12/2024,MARKETING DIRETO,1850,
11/12/2024,ADIANTAMENTO DE CLIENTES,1000,
11/12/2024,ADIANTAMENTO DE CLIENTES,3000,
11/13/2024,ADIANT DE LUCRO - CARLOS HENR,,300
11/14/2024,ADIANTAMENTO DE CLIENTES,3200,
11/18/2024,MARKETING DIRETO,2000,
11/18/2024,ADIANTAMENTO DE CLIENTES,2500,
11/18/2024,APORTES,5000,
11/18/2024,APORTES,9500,
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,1450
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2300
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2800
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
11/18/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
11/18/2024,APORTES,17,
11/18/2024,ADIANT DE LUCRO - CARLOS HENR,,850
11/18/2024,ADIANT DE LUCRO - CARLOS HENR,,1100
11/18/2024,CONSORCIO ITAU,,734
11/18/2024,ADIANTAMENTO DE CLIENTES,,2500
11/18/2024,MARKETING DIRETO,2500,
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,ADIANT DE LUCRO - CARLOS HENR,,50
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,1186
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,500
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,4427
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,4427,
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,4227
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,400
11/19/2024,ADIANT DE LUCRO - CARLOS HENR,,300
11/19/2024,SERVICOS DE PUBLICIDADE E PROP,,600
11/19/2024,TARIFAS BANCARIAS,,48
11/19/2024,INSS SOBRE PRO LABORE,,466
11/19/2024,CERTIFICADO DIGITAL,,230
11/19/2024,ADIANTAMENTO DE CLIENTES,2000,
11/19/2024,ADIANTAMENTO DE CLIENTES,3000,
11/19/2024,ADIANTAMENTO DE CLIENTES,2000,
11/21/2024,MARKETING DIRETO,1254,
11/21/2024,MARKETING DIRETO,4200,
11/21/2024,ADIANTAMENTO DE CLIENTES,2750,
11/21/2024,ADIANT DE LUCRO - CARLOS HENR,,2100
11/21/2024,ADIANT DE LUCRO - CARLOS HENR,,2500
11/21/2024,TARIFAS BANCARIAS,,4342
11/22/2024,SERVICOS DE PUBLICIDADE E PROP,,800
11/22/2024,ADIANT DE LUCRO - CARLOS HENR,,150
11/22/2024,ADIANT DE LUCRO - MATEUS MACI,,3215
11/22/2024,ADIANTAMENTO DE CLIENTES,3000,
11/22/2024,MARKETING DIRETO,400,
11/22/2024,MARKETING DIRETO,1650,
11/22/2024,MARKETING DIRETO,300,
11/22/2024,MARKETING DIRETO,1650,
11/22/2024,MARKETING DIRETO,300,
11/22/2024,ADIANTAMENTO DE CLIENTES,1125,
11/25/2024,MARKETING DIRETO,2311,
11/25/2024,ADIANT DE LUCRO - CARLOS HENR,,100
11/25/2024,ADIANT DE LUCRO - CARLOS HENR,,300
11/26/2024,ADIANT DE LUCRO - MANOEL VIRG,,4841
11/26/2024,PRO LABORE,,3476
11/26/2024,ADIANTAMENTO DE CLIENTES,4000,
11/26/2024,ADIANT DE LUCRO - CARLOS HENR,,4841
11/26/2024,ADIANT DE LUCRO - MATEUS MACI,,4841
11/26/2024,MARKETING DIRETO,1760,
11/26/2024,RECEITA DE JUROS,46,
11/26/2024,MARKETING DIRETO,1300,
11/26/2024,MARKETING DIRETO,5748,
11/27/2024,ADIANTAMENTO DE CLIENTES,1175,
11/27/2024,MARKETING DIRETO,3200,
11/27/2024,ADIANTAMENTO DE CLIENTES,2500,
11/27/2024,ADIANT DE LUCRO - CARLOS HENR,,100
11/27/2024,ADIANT DE LUCRO - CARLOS HENR,,400
11/27/2024,ADIANT DE LUCRO - CARLOS HENR,,100
11/27/2024,TARIFAS BANCARIAS,,24
11/28/2024,ADIANT DE LUCRO - CARLOS HENR,,1042
11/28/2024,TELEFONIA  MOVEL,,1059
11/28/2024,SERVICOS DE PUBLICIDADE E PROP,,1050
11/29/2024,ADIANT DE LUCRO - CARLOS HENR,,1000
11/29/2024,SIMPLES NACIONAL,,414
11/29/2024,SIMPLES NACIONAL,,414
11/29/2024,SIMPLES NACIONAL,,414
11/29/2024,ADIANTAMENTO DE CLIENTES,2500,
11/29/2024,ADIANTAMENTO DE CLIENTES,,2500
11/29/2024,ADIANTAMENTO DE CLIENTES,2500,
12/2/2024,ADIANTAMENTO DE CLIENTES,2000,
12/2/2024,MARKETING DIRETO,1650,
12/2/2024,ADIANT DE LUCRO - CARLOS HENR,,60
12/2/2024,ADIANTAMENTO DE CLIENTES,2700,
12/2/2024,TELEFONIA  MOVEL,,265
12/2/2024,ADIANT DE LUCRO - CARLOS HENR,,850
12/2/2024,ADIANT DE LUCRO - MANOEL VIRG,,410
12/2/2024,JUROS PAGOS,,7
12/3/2024,ADIANT DE LUCRO - CARLOS HENR,,2000
12/3/2024,IOF,,104
12/3/2024,ADIANT DE LUCRO - CARLOS HENR,,400
12/3/2024,TARIFAS BANCARIAS,,30
12/3/2024,TARIFAS BANCARIAS,,302
12/3/2024,CONDUCAO E TRANSPORTE,,100
12/3/2024,CONSULTORIA,,1632
12/3/2024,ADIANT DE LUCRO - CARLOS HENR,,2703
12/3/2024,TARIFAS BANCARIAS,,122
12/4/2024,ADIANTAMENTO DE CLIENTES,3000,
12/4/2024,ADIANTAMENTO DE CLIENTES,1125,
12/4/2024,ADIANT DE LUCRO - CARLOS HENR,,300
12/5/2024,TELEFONIA  MOVEL,,145
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,122
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,164
12/6/2024,ADIANT DE LUCRO - CARLOS HENR,,49
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,205
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,74
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,82
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,164
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,122
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,82
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,49
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,82
12/6/2024,ADIANTAMENTO DE CLIENTES,1300,
12/6/2024,SERVICOS DE PUBLICIDADE E PROP,,49
12/9/2024,SERVICOS DE PUBLICIDADE E PROP,,500
12/9/2024,SERVICOS DE PUBLICIDADE E PROP,,83
12/9/2024,SERVICOS DE PUBLICIDADE E PROP,,500
12/9/2024,TARIFAS BANCARIAS,,24
12/10/2024,ADIANT DE LUCRO - CARLOS HENR,,360
12/10/2024,MARKETING DIRETO,2000,
12/10/2024,ADIANT DE LUCRO - CARLOS HENR,360,
12/10/2024,ALUGUEL DE IMOVEIS,,360
12/11/2024,ADIANT DE LUCRO - CARLOS HENR,,250
12/11/2024,TARIFAS BANCARIAS,,15
12/12/2024,ADIANT DE LUCRO - CARLOS HENR,,100
12/12/2024,TARIFAS BANCARIAS,,289
12/12/2024,ADIANT DE LUCRO - CARLOS HENR,,63
12/13/2024,CONDUCAO E TRANSPORTE,,100
12/13/2024,ADIANT DE LUCRO - CARLOS HENR,,276
12/13/2024,ADIANT DE LUCRO - CARLOS HENR,,400
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,1450
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,5050
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2400
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2800
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,1800
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2300
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2200
12/16/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
12/16/2024,CONSORCIO ITAU,,734
12/16/2024,ADIANT DE LUCRO - CARLOS HENR,,40
12/17/2024,CONDUCAO E TRANSPORTE,,100
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,ADIANT DE LUCRO - CARLOS HENR,,1600
12/17/2024,ADIANT DE LUCRO - CARLOS HENR,,500
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,500
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,ADIANT DE LUCRO - MANOEL VIRG,,2000
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,SERVICOS DE PUBLICIDADE E PROP,,400
12/17/2024,ADIANTAMENTO DE CLIENTES,3000,
12/17/2024,ADIANT DE LUCRO - CARLOS HENR,2000,
12/17/2024,ADIANTAMENTO DE CLIENTES,2500,
12/17/2024,ADIANTAMENTO DE CLIENTES,500,
12/17/2024,ADIANTAMENTO DE CLIENTES,2000,
12/17/2024,ADIANTAMENTO DE CLIENTES,2805,
12/17/2024,RECEITA DE JUROS,500,
12/18/2024,ADIANT DE LUCRO - CARLOS HENR,,450
12/18/2024,TARIFAS BANCARIAS,,24
12/19/2024,ADIANT DE LUCRO - CARLOS HENR,,150
12/19/2024,ADIANT DE LUCRO - CARLOS HENR,,55
12/19/2024,CONDUCAO E TRANSPORTE,,50
12/19/2024,INSS SOBRE PRO LABORE,,572
12/19/2024,ADIANT DE LUCRO - CARLOS HENR,,1123
12/20/2024,ADIANT DE LUCRO - CARLOS HENR,,41
12/20/2024,ADIANT DE LUCRO - CARLOS HENR,,363
12/20/2024,ADIANT DE LUCRO - CARLOS HENR,,67
12/20/2024,SERVICOS DE PUBLICIDADE E PROP,,300
12/20/2024,ADIANT DE LUCRO - CARLOS HENR,,550
12/20/2024,SERVICOS DE PUBLICIDADE E PROP,,500
12/20/2024,SERVICOS DE PUBLICIDADE E PROP,,600
12/20/2024,SERVICOS DE PUBLICIDADE E PROP,,83
12/20/2024,JUROS PAGOS,,3564
12/20/2024,MARKETING DIRETO,4200,
12/23/2024,ADIANTAMENTO DE CLIENTES,3000,
12/23/2024,SERVICOS DE PUBLICIDADE E PROP,,2000
12/23/2024,ADIANT DE LUCRO - CARLOS HENR,,300
12/23/2024,SERVICOS DE PUBLICIDADE E PROP,,330
12/23/2024,ADIANT DE LUCRO - MATEUS MACI,,842
12/24/2024,TARIFAS BANCARIAS,,24
12/24/2024,MARKETING DIRETO,2500,
12/24/2024,RECEITA DE JUROS,132,
12/24/2024,MARKETING DIRETO,2200,
12/24/2024,MARKETING DIRETO,1650,
12/24/2024,ADIANTAMENTO DE CLIENTES,2700,
12/26/2024,ADIANT DE LUCRO - CARLOS HENR,,400
12/26/2024,SIMPLES NACIONAL,,5295
12/27/2024,INSS SOBRE PRO LABORE,,474
12/27/2024,SIMPLES NACIONAL,,4934
12/27/2024,ADIANT DE LUCRO - CARLOS HENR,,637
12/27/2024,SERVICOS DE PUBLICIDADE E PROP,,29
12/27/2024,SERVICOS DE PUBLICIDADE E PROP,,600
12/27/2024,ADIANT DE LUCRO - CARLOS HENR,,1000
12/27/2024,ADIANT DE LUCRO - MATEUS MACI,,1917
12/27/2024,ADIANTAMENTO DE CLIENTES,1175,
12/27/2024,MARKETING DIRETO,3200,
12/27/2024,ADIANTAMENTO DE CLIENTES,2500,
12/27/2024,ADIANTAMENTO DE CLIENTES,4000,
12/30/2024,MARKETING DIRETO,5748,
12/30/2024,ADIANTAMENTO DE CLIENTES,1300,
12/30/2024,ADIANTAMENTO DE CLIENTES,3000,
12/30/2024,ADIANT DE LUCRO - CARLOS HENR,,3770
12/30/2024,ADIANT DE LUCRO - CARLOS HENR,,3743
12/30/2024,ADIANT DE LUCRO - CARLOS HENR,,1100
12/30/2024,ADIANT DE LUCRO - CARLOS HENR,3770,
12/30/2024,PRO LABORE,,3770
12/30/2024,ADIANT DE LUCRO - MATEUS MACI,,85
12/30/2024,TARIFAS BANCARIAS,,96
12/31/2024,ADIANT DE LUCRO - MANOEL VIRG,,3743
12/31/2024,ADIANT DE LUCRO - MATEUS MACI,,3743
12/31/2024,ADIANTAMENTO DE CLIENTES,2500,
,,,
,,2017173,2105302
,,,-88129
